film_id,title,original_title,year,duration,genres,countries,director,actors_top_3,age_rating,rating_kp,rating_count,description,budget
1278185,BTS: Открой свою душу. Фильм,BTS: Bring the Soul. The Movie,2019,105.0,"документальный, музыка, концерт",Корея Южная,,,12+,8.259,5261,На следующий день после заключительного концерта мирового тура «Love Yourself» на одной из парижских крыш участники BTS делятся своими личными историями и впечатлениями от новых городов и выступлений перед тысячами ARMY по всему миру.,
1263529,История Золушки: Рождественское желание,A Cinderella Story: Christmas Wish,2019,85.0,"мюзикл, фэнтези, мелодрама, комедия, семейный","США, Канада",,,,5.893,4859,"Вместо того, чтобы заниматься любимым делом, Кэт Эмерсон делает все возможное, чтобы мачехе и приемным сестрам было комфортно в ее доме. Подрабатывая в Санта Лэнде, Кэт встречает Ника. Девушка не догадывается, что именно знакомство с ним станет чудом в рождественскую ночь.",
1261597,Колыма — родина нашего страха,Колыма — родина нашего страха,2019,138.0,документальный,Россия,,,,7.653,5465,"Юрий Дудь проехал по трассе «Колыма», построенной жертвами сталинских репрессий, и поговорил с местными жителями.",
1252447,Лорды раздевалки,Lords of the Lockerroom,1999,105.0,"для взрослых, спорт",США,,,18+,9.297,7024,,
1235291,Сердце дракона: Возмездие,Dragonheart: Vengeance,2020,97.0,"фантастика, фэнтези, боевик, драма, приключения","Румыния, США",,,,5.591,13892,Мстящий за смерть семьи юноша находит неожиданных соратников. Фэнтези-сказка с восхитительным драконом,
1232842,Ночь в осаде,Trauma Center,2019,87.0,"боевик, триллер",США,,,18+,5.288,6802,Брюс Уиллис защищает раненую женщину от киллеров. Брутальный боевик в мрачных декорациях пустой больницы,
1219911,BTS: Love Yourself Tour in Seoul,BTS: Love Yourself Tour in Seoul,2019,130.0,"документальный, музыка, концерт",Корея Южная,,,6+,8.208,6560,Концерт k-pop-группы BTS 2018 года на Олимпийском стадионе в Сеуле в рамках мирового турне «LOVE YOURSELF».,
1219931,Доктор Кто: Решение,Doctor Who: Resolution,2019,65.0,"фантастика, драма, комедия, приключения, семейный",Великобритания,,,12+,6.321,1635,"Наступает Новый год, и в разных уголках земного прошлого пробуждается страшное зло. Доктор, Райан, Грэм и Ясмин возвращаются домой – смогут ли они защитить планету Земля от грозящей ей опасности?",
1200750,Выжги сцену: Фильм,Burn the Stage: The Movie,2018,84.0,"документальный, музыка, концерт",Корея Южная,,,,8.726,3246,Мировой тур 2017 года k-pop-группы BTS.,
1199958,Данила Поперечный: Нелицеприятный,Данила Поперечный: Нелицеприятный,2018,97.0,"комедия, концерт",Россия,,,,7.209,2712,"Комик обсуждает выборы президента, гаджеты, школьников, свою личную жизнь и другие темы.",
1199528,Франкенштейн: Камбербэтч,Frankenstein,2011,110.0,"фантастика, драма, мелодрама",Великобритания,,,18+,8.727,3401,"Доктор Виктор Франкенштейн создает Чудовище, вдохнув жизнь в тело, созданное из частей умерших людей. В ужасе от безобразности своего творения он бросает его на произвол судьбы. Одинокий, уродливый и по-детски невинный монстр ждёт от мира доверия и любви, но сталкивается лишь со злобой, жестокостью и ненавистью. Потеряв веру в человечество, Чудовище клянется разыскать своего создателя и отомстить ему самым страшным образом.",
1196960,"Доктор Кто: Женщина, которая упала на Землю",Doctor Who: The Woman Who Fell to Earth,2018,92.0,"фантастика, драма, приключения, комедия",Великобритания,,,12+,6.885,1654,"В городке Южного Йоркшира жизнь Райана Синклера, Ясмин Хан и Грэма О’Брайена вот-вот изменится навсегда. Загадочная женщина, не способная вспомнить даже собственное имя, падает к ним с ночного неба. Поверят ли они хоть одному ее слову? И поможет ли она им разобраться, что за странности творятся в городе?",
1157828,Бой со зверем,Beast,2026,113.0,"боевик, драма, спорт",США,,,18+,6.25,1370,Рассел Кроу в брутальной спортивной драме о самом важном поединке в жизни. Билеты — на Кинопоиске!,
1142666,Последнее испытание,Последнее испытание,2017,124.0,"мюзикл, фэнтези",Россия,,,,8.829,2494,"Чародей в поисках абсолютной власти готов спуститься в Бездну, чтобы сразиться с Богиней Тьмы. Вместе с ним в путешествие отправляются его брат-близнец и жрица Светлого Бога. Между ней и Чародеем вспыхивает любовь. Впервые в жизни перед волшебником открылся иной путь к счастью. Но последнее испытание потребует отказаться от всего, что он приобрел.",
1112631,Сияние обрушится вниз,Сияние обрушится вниз,2017,102.0,"концерт, музыка","Россия, Израиль",,,18+,8.265,1519,"Последний концерт «Гражданской обороны», состоявшийся 9 февраля 2008 года в Екатеринбурге.",
1112135,90-я церемония вручения премии «Оскар»,The Oscars,2018,187.0,церемония,США,,,,6.042,1035,90-я церемония вручения наград премии «Оскар» за заслуги в области кинематографа за 2017 год состоялась 4 марта 2018 года.,
1108920,Доктор Кто: Дважды во времени,Doctor Who: Twice Upon a Time,2017,100.0,"фантастика, драма, семейный, приключения, комедия",Великобритания,,,12+,7.839,3101,В это Рождество Доктор встретится лицом к лицу с самим… Доктором!,
1108570,Волан-де-Морт: Корни наследника,Voldemort: Origins of the Heir,2018,53.0,"ужасы, фэнтези, триллер, драма, детектив, приключения",Италия,,,,5.445,10409,"Фильм рассказывает о юности Волан-де-Морта, сильного тёмного мага из Поттерианы, и о том, как современники узнали его и стали бояться произносить его имя. Помимо Волан-де-Морта, в фильме появляются и его однокурсники с других факультетов Хогвартса. В центре сюжета находится серия таинственных убийств, которые расследует волшебница Гриша МакЛаген.",
1107968,Дафна и Велма,Daphne & Velma,2018,72.0,"боевик, комедия, криминал, детектив, семейный",США,,,,4.373,1163,"Две подруги, будущие сотрудницы таинственной организации «Мистери Инк.», пытаются разобраться в чертовщине, творящейся в их школе.",
1105410,Ханс Циммер: Live in Prague,Hans Zimmer: Live in Prague,2017,150.0,"концерт, музыка, документальный",Великобритания,,,12+,9.024,1072,Известный кинокомпозитор Ханс Циммер и его первоклассные музыканты исполнили перед многотысячной публикой знаменитую музыку из голливудских блокбастеров. Это уникальный шанс увидеть художника во всем великолепии его музыкального дара и насладиться прекрасными мелодиями в кругу семьи и друзей.,
659614,Скуби-Ду: Пародия для взрослых,Scooby Doo: A XXX Parody,2011,112.0,"для взрослых, комедия, детектив",США,,,18+,6.032,1255,,
659608,Стюардессы,Fly Girls,2010,185.0,для взрослых,США,,,18+,6.707,1648,,
659605,Звездные войны: Версия для взрослых,Star Wars XXX: A Porn Parody,2012,152.0,"для взрослых, фантастика",США,,,18+,5.604,1009,"Джедаи и принцесса Лея защитят мир от зла, даже если для этого им придётся обнажиться и заняться сексом с врагами.",
656939,84-я церемония вручения премии «Оскар»,The 84th Annual Academy Awards,2012,143.0,церемония,США,,,,6.715,2702,Трансляция восемьдесят четвертой церемонии вручения премий Американской киноакадемии «Оскар».,
634270,Белоснежка и принц эльфов,Grimm's Snow White,2012,91.0,"фэнтези, приключения",США,,,,4.073,1507,"После того, как свирепая рептилия-чудовище убивает Короля, его Королева берёт королевство под контроль. Она пытается убить свою прекрасную падчерицу Белоснежку, но та убегает в зачарованный лес.",
622058,Кайт,Kite,2013,90.0,"боевик, триллер","США, ЮАР",,,18+,4.749,6509,"Юная красотка становится киллершей, чтобы отомстить за отца. Американский ремейк кровавого аниме-боевика",
613780,Искусство полета 3D,The Art of Flight,2011,80.0,"документальный, спорт, приключения",США,,,12+,8.115,6795,"Фильм об экстремальном спорте и сноубординге. Группа сноубордистов во главе с Трэвисом Райсом воплощает свои самые смелые мечты в реальность, отправляется в глобальные приключения и поднимает сноубординг на новые, невообразимые уровни.",
597138,Оборотень: Зверь среди нас,Werewolf: The Beast Among Us,2012,93.0,"ужасы, фэнтези, боевик, триллер",США,,,18+,5.214,4586,"Действие фильма разворачивается в небольшой деревушке девятнадцатого века. Молодой человек, изучающий врачебное дело под руководством местного доктора, решает вступить в ряды охотников за оборотнями, когда жители деревни начинают гибнуть один за другим от лап неведомого зверя. Кто он, этот монстр? Один из жителей деревни или нечто совершенно неведомое? Человек днем, чудовище ночью.",
597093,Злой,The Wicked,2013,105.0,"ужасы, фэнтези, триллер",США,,,,4.588,1763,"Группа подростков хочет проверить легенду о бессмертной ведьме. Они считают, что это все выдумки и решают прийти к дому, в котором живет ведьма. Оказывается, что легенда не врала и ведьма на самом деле существует.",
597026,Смертельная гонка 3: Ад,Death Race 3: Inferno,2012,105.0,"фантастика, боевик, триллер, криминал","США, Германия, ЮАР",,,18+,5.768,10951,"Франкенштейн снова за рулем, теперь в Африке. Фантастические тачки и гонки в пустыне — почти «Безумный Макс»",
575518,Мистическая пятерка,Spooky Buddies,2011,88.0,"ужасы, фэнтези, семейный","Канада, США",,,,6.006,3711,"В ночь Хэллоуина маг из прошлого возвращается к жизни. Семейный фильм о детях и щенках, которые защищают город",
575398,Прирожденный гонщик,Born to Race,2011,99.0,"боевик, спорт",США,,,18+,6.318,6125,Отец помогает сыну-подростку готовиться к важному заезду. Первая часть спортивного экшена о страсти к скорости,
575203,Царь скорпионов 3: Книга мертвых,The Scorpion King 3: Battle for Redemption,2012,106.0,"фэнтези, боевик",США,,,16+,4.096,5411,"С момента триумфального восхождения Матиуса к власти немало изменилось: он потерял трон и любимую. Вновь став воином-наемником, герой намерен защитить свое царство от гнета злого тирана и его армии призраков и вернуть прежнее могущество и славу.",
571992,Дети кукурузы: Генезис,Children of the Corn: Genesis,2011,81.0,"ужасы, триллер",США,,,,3.254,1483,"Сломав машину и застряв посреди калифорнийской пустыни, Тим с беременной женой Элли к вечеру добираются до небольшой фермы. Ферма принадлежит стареющему проповеднику Коулу и его супруге Хелен, которые разрешают гостям воспользоваться телефоном и позволяют остаться у них до утра. Хозяева впрочем кажутся подозрительными, а ночью Элли слышит детский плач, раздающийся из стоящего во дворе запертого сарая.",
569976,Сайлент Хилл: Путь Тьмы,Path of Darkness: Making «Silent Hill»,2006,59.0,документальный,США,,,,7.992,4647,Фильм о процессе съемок фильма «Сайлент Хилл».,
528158,Непристойное кино,Sex Pot,2009,96.0,"мелодрама, комедия",США,,,18+,2.8,1568,"Когда на носу выпускной, а ты еще девственник - тут не до шуток. Надо срочно что-то предпринять, чтобы стать крутым перцем! Двое закадычных друзей Мерт и Джош решают лишиться девственности за один день. Но как это сделать неопытным и малопривлекательным школьникам? Остается одно - прибегнуть к помощи старших товарищей. Друзей ждет целый набор приключений - угон автомобиля, встреча с психованными подружками братца Мерта и отвязная вечеринка, где парни оторвутся по полной!!!",
494678,Дилан Моран: Что же это,Dylan Moran: What It Is,2009,77.0,комедия,"Великобритания, Австралия",,,,8.173,1712,Еще одно стэндап-шоу Дилана Морана в городе Сидней (Австралия).,
494677,"Дилан Моран: Типа, обо всем","Dylan Moran: Like, Totally",2006,69.0,комедия,Великобритания,,,,8.176,2371,Запись живого выступления Дилана Морана.,
478108,Призраки дома Винчестеров,Haunting of Winchester House,2009,86.0,"ужасы, триллер, детектив",США,,,16+,3.881,1015,"Оказавшись в стесненных обстоятельствах, семья Гринеров соглашается присматривать за старинным особняком, несмотря на дурную славу зловещего жилища. Въехав в огромный дом, они довольно быстро сталкиваются с истинными хозяевами дома! Побеспокоенные вторжением призраки обрушивают весь свой гнев на непрошенных жильцов. Пытаясь разгадать тайну старого особняка, Гринеры обращаются за помощью к исследователю паранормальных явлений…",
474609,Больше никогда не спи: Наследие улицы Вязов,Never Sleep Again: The Elm Street Legacy,2010,239.0,"документальный, ужасы",США,,,,7.987,3912,"Документальный фильм, созданный в поддержку ремейка «Кошмара на улице Вязов».",
471614,Смертельная гонка 2: Франкенштейн жив,Death Race 2,2010,100.0,"фантастика, боевик, триллер, криминал","ЮАР, Германия",,,18+,5.999,17479,"Действие происходит в ближайшем будущем, когда экономика США начнёт своё снижение и на страну обрушится волна насилия. Чтобы сдержать постоянно растущее уголовное население создаются частные тюрьмы. Худшая из этих тюрем - Терминал Айленд, где заключенным приходится воевать с другими заключенными за свою жизнь в телевизионном шоу.",
457278,Нейлон 5,Nylons 5,2009,135.0,для взрослых,США,,,18+,6.963,1589,,
455585,Пасека,Пасека,2002,85.0,"триллер, комедия",Россия,,,,6.845,1957,"Солдат Валерий Детдомов приезжает в посёлок Волуи передать весточку невесте погибшего сослуживца и оказывается втянутым в вихрь невероятных событий — мистика, чертовщина, инопланетяне, каннибализм.",
445113,"Приготовьтесь, будет громко",It Might Get Loud,2009,98.0,"документальный, музыка",США,,,18+,8.01,6447,Легендарные рок-гитаристы признаются в любви к инструменту. Драйвовый док лауреата «Оскара» Дэвида Гуггенхайма,
437886,Два миллиона лет спустя,Mega Shark vs. Giant Octopus,2009,88.0,"ужасы, фантастика, боевик, триллер, комедия, приключения",США,,,16+,2.588,3724,"Команда ученых, проводя глубоководные испытания на дне океана, обнаруживает гигантский ледник. Но попытки изучить природу глетчера приводят к непредсказуемым последствиям. Внезапно, из-за внешнего воздействия, ледник разрушается, выпуская на свободу доисторических хищников, вымерших приблизительно 2 миллиона лет назад – Мегалодона и Мегаоктопуса. Покинув ледяную тюрьму, морские титаны отправляются на охоту. Вскоре их добычей становится все население огромного мегаполиса…",
437845,Добейся успеха: Борись до конца!,Bring It On: Fight to the Finish,2009,102.0,"комедия, спорт",США,,,12+,6.514,6042,"Миловидная чирлидерша Лина Круз переезжает с родителями из Восточного Лос-Анджелеса в пляжный и солнечный Малибу. В новой школе у Лины появляется соперница Эвери, которая в данной школе уже звезда и капитан чирлидерш. Лина влюбляется в брата Эвери - Эвана. В новом учебном году обеим девушкам предстоит участвовать в школьном конкурсе, сможет ли Лина одержать победу над Эвери и не потерять тем самым любовь Эвана?",
437836,Терминаторы,The Terminators,2009,89.0,"ужасы, фантастика, боевик, триллер, приключения",США,,,16+,1.633,3223,"Земля захвачена боевыми машинами с искусственным интеллектом - терминаторами. Яростными, беспощадными атаками роботы уничтожают планету. Земля превращается в огромное пепелище. Отчаянно борясь за свое будущее, кучка выживших в этом земном аду противостоит совершенным убийцам. Но судьба человечества уже решена!",
437035,Племя,The Forgotten Ones,2009,90.0,"ужасы, триллер",США,,,18+,3.844,1965,"Путешественники терпят крушение на острове с каннибалами. Хоррор с Келланом Латсом, вампиром из «Сумерек»",
434971,18-летняя девственница,18-Year-Old Virgin,2008,86.0,комедия,США,,,16+,2.713,3777,"Если тебе восемнадцать, а ты еще девственница - это катастрофа! Именно эта мысль не дает покоя юной девушке  Кэти, которая  вот-вот  должна окончить школу. Ведь все ее подружки давно решили для себя эту проблему. Теперь Кэти не остается ничего другого, как начать поиски подходящего кандидата для первых «уроков секса». Ведь до школьного бала остается не так много времени...",
424052,Звёздный крейсер «Галактика»: План,The Plan,2009,111.0,"фантастика, боевик, драма, мелодрама, приключения",США,,,18+,6.656,2572,"Сайлоны были созданы человеком. Они восстали. Они развивались. Они выглядят и чувствуют как люди. Некоторые из них запрограммированы думать, что они люди. Существует множество копий. И у них есть план.",
419875,Разменная монета: Второе издание,Loose Change: Second Edition,2005,82.0,"документальный, детектив, история",США,,,,8.003,1822,Фильм предлагает альтернативную трактовку взрыва башен-близнецов 11 сентября 2001 года.,
419633,Хостел 3,Hostel: Part III,2011,88.0,ужасы,США,,,18+,4.781,12372,"Мальчишники в Лас-Вегасе необязательно заканчиваются похмельем: финал может оказаться куда более мрачным. В разгар холостяцкого кутежа четверо друзей получают соблазнительное предложение - отправиться с двумя сексапильными красавицами на частную вечеринку. Там тоже делают ставки, но только... на человеческие жизни.",
415249,Побег из тюрьмы: Финальный побег,Prison Break: The Final Break,2009,83.0,"боевик, триллер, драма",США,,,,8.012,35822,"Сару арестовывают за убийство матери Майкла и отправляют в тюрьму, и она все ещё носит его ребёнка под сердцем. На сей раз всё меняется местами: тюремный врач становится заключённым, а Майкл остаётся на свободе. В фильме задействована большая часть героев сериала: Майкл, Линкольн, Сара, Сукрэ, Бэгвел, Махоун и... Грэтхен. Каков же будет исход и финальный побег?.. Всё вновь зависит от гениального инженера-строителя.",
415215,Столик на троих,Table for Three,2008,93.0,"мелодрама, комедия",США,,,18+,5.861,1373,"Молодой парень Скотт, привыкающий к роли холостяка, приглашает «идеальную пару» Райана и Мэри разделить с ним его огромную квартиру. Как оказалось, Скотт поступил весьма опрометчиво, поскольку парочка тут же начинает вмешиваться в его жизнь и новые романтические отношения.",
406195,Клетка 2,The Cell 2,2009,94.0,"ужасы, фантастика, триллер",США,,,18+,3.21,1411,"Мая - первая жертва манька-убийцы Куспа, который славится тем, что приводит своих жертв на грань смерти, а затем вновь возвращает их к жизни, и так много раз подряд. Выбравшись из комы, Мая понимает, что обладает способностью проникать в мысли убийцы. Ей предстоит погрузиться в пучину безумия маньяка, чтобы остановить преступления…",
